Reconstruction Ruleset,closest0,closest1,closest2,closest3,closest4,closest5,closest6,closest7,closest8,closest9,DurationTurns_Expected,DurationTurns_Current,DurationTurnsStdDev_Expected,DurationTurnsStdDev_Current,DurationTurnsNotTimeouts_Expected,DurationTurnsNotTimeouts_Current,DecisionMoves_Expected,DecisionMoves_Current,BoardCoverageDefault_Expected,BoardCoverageDefault_Current,AdvantageP1_Expected,AdvantageP1_Current,Balance_Expected,Balance_Current,Completion_Expected,Completion_Current,Timeouts_Expected,Timeouts_Current,Drawishness_Expected,Drawishness_Current,PieceNumberAverage_Expected,PieceNumberAverage_Current,BoardSitesOccupiedAverage_Expected,BoardSitesOccupiedAverage_Current,BranchingFactorAverage_Expected,BranchingFactorAverage_Current,DecisionFactorAverage_Expected,DecisionFactorAverage_Current
Pasakakrida (Type 1) Ruleset/Pasakakrida (Type 1) (Two Four-Sided Dice) (Ludii 8) (Reconstructed),Baralie,Todas Tablas,Quinze Tablas,Fallas,Seys Dos y As,Pareia de Entrada Ruleset/Pareia de Entrada (Described),Medio Emperador Ruleset/Medio Emperador (Described),Laquet,Emperador,Doblet,492.05437500000005,79.56,143.93625,8.38,566.504375,79.56,0.910625,0.89,0.93875,0.87,0.5118750000000001,0.74,0.7812499999999999,0.52,0.8400000000000001,1.0,0.16,0.0,0.16,0.0,22.834374999999998,22.93,0.526875,0.41,14.145624999999999,5.76,14.920000000000003,6.37
Pasakakrida (Type 1) Ruleset/Pasakakrida (Type 1) (Two Four-Sided Dice) (Ludii 9) (Reconstructed),Los Doze Canes,Emperador,Cab e Quinal Ruleset/Fixed Die (Described),Quinze Tablas,Doblet,Seys Dos y As,Pareia de Entrada Ruleset/Pareia de Entrada (Described),Ludus Lombardorum,Medio Emperador Ruleset/Medio Emperador (Described),Todas Tablas,557.3594444444445,81.16,168.12777777777777,10.42,593.2594444444444,81.16,0.9044444444444445,0.92,0.9455555555555557,0.87,0.5122222222222221,0.44,0.8022222222222222,0.88,0.8022222222222222,1.0,0.1711111111111111,0.0,0.19777777777777777,0.0,22.46611111111112,23.82,0.517222222222222,0.44,13.303333333333333,5.55,14.069444444444445,5.93
Pasakakrida (Type 1) Ruleset/Pasakakrida (Type 1) (Two Four-Sided Dice) (Ludii 10) (Reconstructed),Quinze Tablas,Cab e Quinal Ruleset/Fixed Die (Described),Todas Tablas,Emperador,Laquet,Doblet,Seys Dos y As,Ludus Lombardorum,Medio Emperador Ruleset/Medio Emperador (Described),Pareia de Entrada Ruleset/Pareia de Entrada (Described),472.73352941176466,70.81,136.58235294117648,8.19,542.8041176470589,70.81,0.8988235294117648,0.88,0.9423529411764707,0.96,0.5129411764705881,0.99,0.7905882352941176,0.02,0.8494117647058823,1.0,0.15058823529411766,0.0,0.15058823529411766,0.0,23.05588235294118,24.24,0.5217647058823529,0.49,13.572941176470588,7.56,14.383529411764709,8.49
Pasakakrida (Type 1) Ruleset/Pasakakrida (Type 1) (Two Cubic Dice) (Ludii 1) (Reconstructed),Quinze Tablas,Emperador,Seys Dos y As,Los Doze Canes,Cab e Quinal Ruleset/Fixed Die (Described),Cab e Quinal Ruleset/Cab e Quinal (Described),Todas Tablas,Fallas,Laquet,Medio Emperador Ruleset/Medio Emperador (Described),740.7672727272728,71.04,169.62272727272727,7.26,819.2672727272728,71.04,0.9436363636363635,0.94,0.9618181818181818,1.0,0.49181818181818177,1.0,0.7463636363636362,0.0,0.6881818181818182,1.0,0.2681818181818182,0.0,0.3118181818181818,0.0,21.82090909090909,26.86,0.5399999999999999,0.53,16.96818181818182,7.66,17.578181818181818,8.08
Pasakakrida (Type 1) Ruleset/Pasakakrida (Type 1) (Two Cubic Dice) (Ludii 2) (Reconstructed),Los Doze Canes,Ssang-Ryouk,Emperador,Cab e Quinal Ruleset/Cab e Quinal (Described),Quinze Tablas,Laquet,Todas Tablas,Doblet,Buffa de Baldrac,Fallas,663.7046153846155,53.4,191.1523076923077,7.52,716.3892307692308,53.4,0.8961538461538461,0.98,0.9661538461538461,0.97,0.4930769230769231,0.0,0.7853846153846151,0.0,0.73,1.0,0.2330769230769231,0.0,0.27,0.0,21.73538461538461,25.62,0.5323076923076924,0.46,15.237692307692308,7.02,16.146153846153847,7.15
Pasakakrida (Type 1) Ruleset/Pasakakrida (Type 1) (Two Cubic Dice) (Ludii 3) (Reconstructed),Quinze Tablas,Medio Emperador Ruleset/Medio Emperador (Described),Los Doze Canes,Emperador,Todas Tablas,Doblet,Fallas,Cab e Quinal Ruleset/Fixed Die (Described),Ssang-Ryouk,Seys Dos y As,631.8466666666667,85.21,187.95666666666668,14.51,698.8133333333334,85.21,0.9083333333333333,0.96,0.9633333333333334,1.0,0.48666666666666664,0.5,0.7799999999999999,1.0,0.7383333333333333,0.0,0.22166666666666668,0.0,0.26166666666666666,1.0,22.204166666666666,26.79,0.5366666666666666,0.54,15.728333333333333,7.76,16.48,8.05
Pasakakrida (Type 1) Ruleset/Pasakakrida (Type 1) (Two Cubic Dice) (Ludii 4) (Reconstructed),Baralie,Emperador,Seys Dos y As,Fallas,Quinze Tablas,Todas Tablas,Pareia de Entrada Ruleset/Pareia de Entrada (Described),Laquet,Medio Emperador Ruleset/Medio Emperador (Described),Doblet,492.054375,60.53,143.93624999999997,10.16,566.504375,60.53,0.9106249999999999,0.87,0.9387500000000001,0.87,0.511875,0.43,0.7812499999999999,0.86,0.84,1.0,0.16000000000000003,0.0,0.16000000000000003,0.0,22.834375,23.75,0.526875,0.41,14.145624999999999,5.64,14.92,6.36
Pasakakrida (Type 1) Ruleset/Pasakakrida (Type 1) (Two Cubic Dice) (Ludii 5) (Reconstructed),Laquet,Baralie,Emperador,Pareia de Entrada Ruleset/Pareia de Entrada (Described),Fallas,Todas Tablas,Cab e Quinal Ruleset/Fixed Die (Described),Seys Dos y As,Medio Emperador Ruleset/Medio Emperador (Described),Doblet,495.09812500000004,71.53,142.83937499999996,8.54,569.548125,71.53,0.8931250000000001,0.92,0.965,0.99,0.51625,0.01,0.7825,0.02,0.84,1.0,0.16,0.0,0.16,0.0,22.88875,26.14,0.53125,0.53,13.933125,7.82,14.788750000000002,8.46
Pasakakrida (Type 1) Ruleset/Pasakakrida (Type 1) (Two Cubic Dice) (Ludii 6) (Reconstructed),Seys Dos y As,Todas Tablas,Medio Emperador Ruleset/Medio Emperador (Described),Fallas,Cab e Quinal Ruleset/Cab e Quinal (Described),Quinze Tablas,Cab e Quinal Ruleset/Fixed Die (Described),Doblet,Emperador,Laquet,663.7046153846154,53.36,191.15230769230766,5.67,716.3892307692307,53.36,0.8961538461538461,0.93,0.9661538461538461,0.97,0.493076923076923,0.44,0.7853846153846153,0.88,0.73,1.0,0.2330769230769231,0.0,0.27,0.0,21.735384615384614,23.82,0.5323076923076923,0.46,15.237692307692306,7.16,16.146153846153847,7.62
Pasakakrida (Type 1) Ruleset/Pasakakrida (Type 1) (Two Cubic Dice) (Ludii 7) (Reconstructed),Quinze Tablas,Medio Emperador Ruleset/Medio Emperador (Described),Buffa de Baldrac,Ssang-Ryouk,Laquet,Seys Dos y As,Fallas,Doblet,Todas Tablas,Emperador,490.4692857142858,71.43,137.98642857142858,27.01,578.3192857142858,71.43,0.8985714285714286,0.84,0.9600000000000001,0.97,0.5135714285714287,0.47,0.7607142857142856,0.94,0.8207142857142857,1.0,0.1792857142857143,0.0,0.1792857142857143,0.0,23.060000000000002,23.62,0.5392857142857144,0.49,14.70142857142857,7.72,15.578571428571431,9.01
Pasakakrida (Type 1) Ruleset/Pasakakrida (Type 1) (Two Cubic Dice) (Ludii 8) (Reconstructed),Fallas,Doblet,Seys Dos y As,Emperador,Quinze Tablas,Cab e Quinal Ruleset/Fixed Die (Described),Baralie,Todas Tablas,Laquet,Medio Emperador Ruleset/Medio Emperador (Described),465.4313333333333,51.74,131.21866666666668,7.74,547.4246666666666,51.74,0.9046666666666667,0.89,0.9346666666666666,0.97,0.51,0.46,0.7713333333333332,0.92,0.8326666666666667,1.0,0.16733333333333336,0.0,0.16733333333333336,0.0,23.238000000000003,23.54,0.528,0.4,14.241999999999999,6.08,15.066666666666666,6.72
Pasakakrida (Type 1) Ruleset/Pasakakrida (Type 1) (Two Cubic Dice) (Ludii 9) (Reconstructed),Laquet,Seys Dos y As,Baralie,Quinze Tablas,Medio Emperador Ruleset/Medio Emperador (Described),Cab e Quinal Ruleset/Fixed Die (Described),Todas Tablas,Fallas,Emperador,Doblet,468.67800000000005,71.96,130.0486666666667,12.31,550.6713333333333,71.96,0.886,0.96,0.9626666666666667,0.99,0.5146666666666666,0.04,0.7726666666666666,0.08,0.8326666666666667,1.0,0.16733333333333336,0.0,0.16733333333333336,0.0,23.296000000000006,24.82,0.5326666666666667,0.49,14.015333333333333,7.38,14.926666666666666,7.66
Pasakakrida (Type 1) Ruleset/Pasakakrida (Type 1) (Two Cubic Dice) (Ludii 10) (Reconstructed),Quinze Tablas,Fallas,Baralie,Emperador,Todas Tablas,Doblet,Seys Dos y As,Cab e Quinal Ruleset/Fixed Die (Described),Medio Emperador Ruleset/Medio Emperador (Described),Cab e Quinal Ruleset/Cab e Quinal (Described),468.678,48.6,130.04866666666666,7.58,550.6713333333335,48.6,0.886,0.89,0.9626666666666667,0.96,0.5146666666666666,1.0,0.7726666666666665,0.0,0.8326666666666667,1.0,0.16733333333333336,0.0,0.16733333333333336,0.0,23.295999999999996,25.72,0.5326666666666667,0.55,14.015333333333333,8.31,14.926666666666668,9.2
Pasakakrida (Type 1) Ruleset/Pasakakrida (Type 1) (Three Cubic Dice) (Ludii 1) (Reconstructed),Los Doze Canes,Ssang-Ryouk,Pareia de Entrada Ruleset/Pareia de Entrada (Described),Quinze Tablas,Fallas,Cab e Quinal Ruleset/Cab e Quinal (Described),Doblet,Emperador,Medio Emperador Ruleset/Medio Emperador (Described),Buffa de Baldrac,679.9685714285714,42.7,201.40571428571428,9.63,726.1257142857143,42.7,0.9035714285714286,0.92,0.9685714285714286,0.99,0.4964285714285714,0.0,0.7957142857142856,0.0,0.7457142857142858,1.0,0.22,0.0,0.2542857142857143,0.0,21.381428571428575,22.58,0.5307142857142857,0.46,15.05642857142857,10.11,15.901428571428571,10.91
Pasakakrida (Type 1) Ruleset/Pasakakrida (Type 1) (Three Cubic Dice) (Ludii 2) (Reconstructed),Cab e Quinal Ruleset/Cab e Quinal (Described),Doblet,Laquet,Fallas,Seys Dos y As,Cab e Quinal Ruleset/Fixed Die (Described),Buffa de Baldrac,Emperador,Medio Emperador Ruleset/Medio Emperador (Described),Quinze Tablas,562.3781818181818,43.2,106.06181818181818,3.95,690.4236363636363,43.2,0.9263636363636363,0.95,0.9600000000000001,0.99,0.49181818181818177,1.0,0.7463636363636365,0.0,0.7790909090909092,1.0,0.22090909090909092,0.0,0.22090909090909092,0.0,22.207272727272727,22.88,0.5418181818181819,0.45,16.843636363636367,9.54,17.592727272727274,9.96
Pasakakrida (Type 1) Ruleset/Pasakakrida (Type 1) (Three Cubic Dice) (Ludii 3) (Reconstructed),Doblet,Cab e Quinal Ruleset/Cab e Quinal (Described),Cab e Quinal Ruleset/Fixed Die (Described),Fallas,Medio Emperador Ruleset/Medio Emperador (Described),Los Doze Canes,Emperador,Quinze Tablas,Seys Dos y As,Imperial,878.8773333333334,2500.0,124.73866666666666,0.0,1103.044,2500.0,0.946,0.03,0.9706666666666667,0.95,0.494,0.5,0.8140000000000001,1.0,0.5713333333333334,0.0,0.39666666666666667,1.0,0.42866666666666664,1.0,23.114,0.81,0.5446666666666666,0.01,15.800666666666666,1.28,16.350666666666665,9.01
Pasakakrida (Type 1) Ruleset/Pasakakrida (Type 1) (Three Cubic Dice) (Ludii 4) (Reconstructed),Seys Dos y As,Medio Emperador Ruleset/Medio Emperador (Described),Cab e Quinal Ruleset/Fixed Die (Described),Buffa de Baldrac,Emperador,Pareia de Entrada Ruleset/Pareia de Entrada (Described),Todas Tablas,Fallas,Cab e Quinal Ruleset/Cab e Quinal (Described),Doblet,517.805,31.44,113.67785714285715,3.11,615.647857142857,31.44,0.937142857142857,0.95,0.93,0.87,0.5114285714285715,0.0,0.7542857142857143,0.0,0.8228571428571428,1.0,0.17714285714285713,0.0,0.17714285714285713,0.0,22.224285714285713,26.9,0.5199999999999999,0.49,15.183571428571428,9.24,15.806428571428572,9.71
Pasakakrida (Type 1) Ruleset/Pasakakrida (Type 1) (Three Cubic Dice) (Ludii 5) (Reconstructed),Emperador,Quinze Tablas,Pareia de Entrada Ruleset/Pareia de Entrada (Described),Fallas,Laquet,Seys Dos y As,Cab e Quinal Ruleset/Fixed Die (Described),Doblet,Ssang-Ryouk,Medio Emperador Ruleset/Medio Emperador (Described),492.0543750000001,34.99,143.93625,3.74,566.5043750000002,34.99,0.910625,0.95,0.9387500000000001,0.99,0.5118750000000001,0.93,0.78125,0.14,0.8400000000000001,1.0,0.16,0.0,0.16,0.0,22.834375,24.55,0.526875,0.52,14.145624999999999,11.11,14.919999999999998,11.58
Pasakakrida (Type 1) Ruleset/Pasakakrida (Type 1) (Three Cubic Dice) (Ludii 6) (Reconstructed),Fallas,Medio Emperador Ruleset/Medio Emperador (Described),Cab e Quinal Ruleset/Cab e Quinal (Described),Seys Dos y As,Ludus Lombardorum,Todas Tablas,Emperador,Doblet,Quinze Tablas,Buffa de Baldrac,525.0883333333334,34.17,100.2625,3.89,642.4633333333334,34.17,0.9316666666666666,0.95,0.9283333333333333,1.0,0.4891666666666666,0.99,0.7608333333333334,0.02,0.7975,1.0,0.2025,0.0,0.2025,0.0,22.500833333333336,25.31,0.5275,0.52,16.090833333333332,10.96,16.785,11.51
Pasakakrida (Type 1) Ruleset/Pasakakrida (Type 1) (Three Cubic Dice) (Ludii 7) (Reconstructed),Cab e Quinal Ruleset/Cab e Quinal (Described),Medio Emperador Ruleset/Medio Emperador (Described),Fallas,Emperador,Doblet,Quinze Tablas,Seys Dos y As,Ludus Lombardorum,Laquet,Pareia de Entrada Ruleset/Pareia de Entrada (Described),553.2661538461539,46.59,118.29615384615386,3.83,658.6353846153846,46.59,0.9369230769230769,0.96,0.9338461538461539,1.0,0.493076923076923,0.05,0.7738461538461537,0.1,0.8092307692307692,1.0,0.19076923076923077,0.0,0.19076923076923077,0.0,22.06076923076923,23.82,0.5261538461538462,0.51,15.829999999999997,10.7,16.47230769230769,11.12
Pasakakrida (Type 1) Ruleset/Pasakakrida (Type 1) (Three Cubic Dice) (Ludii 8) (Reconstructed),Doblet,Quinze Tablas,Ssang-Ryouk,Fallas,Seys Dos y As,Medio Emperador Ruleset/Medio Emperador (Described),Buffa de Baldrac,Todas Tablas,Pareia de Entrada Ruleset/Pareia de Entrada (Described),Emperador,545.6042857142858,37.15,153.69642857142858,6.96,630.6899999999999,37.15,0.9028571428571429,0.9,0.9385714285714286,0.96,0.4935714285714286,0.59,0.7899999999999999,0.82,0.8171428571428571,1.0,0.18285714285714288,0.0,0.18285714285714288,0.0,22.33071428571429,24.04,0.5257142857142857,0.42,14.991428571428571,8.24,15.842142857142859,9.09
Pasakakrida (Type 1) Ruleset/Pasakakrida (Type 1) (Three Cubic Dice) (Ludii 9) (Reconstructed),Todas Tablas,Medio Emperador Ruleset/Medio Emperador (Described),Cab e Quinal Ruleset/Fixed Die (Described),Doblet,Baralie,Emperador,Seys Dos y As,Ssang-Ryouk,Fallas,Pareia de Entrada Ruleset/Pareia de Entrada (Described),492.054375,49.06,143.93625,4.82,566.504375,49.06,0.910625,0.92,0.9387500000000001,0.97,0.511875,0.72,0.7812499999999999,0.56,0.84,1.0,0.16,0.0,0.16,0.0,22.834375,22.89,0.526875,0.41,14.145625,8.01,14.920000000000002,8.6
Pasakakrida (Type 1) Ruleset/Pasakakrida (Type 1) (Three Cubic Dice) (Ludii 10) (Reconstructed),Pareia de Entrada Ruleset/Pareia de Entrada (Described),Ludus Lombardorum,Buffa de Baldrac,Medio Emperador Ruleset/Medio Emperador (Described),Quinze Tablas,Fallas,Seys Dos y As,Todas Tablas,Emperador,Doblet,553.2661538461539,39.81,118.29615384615384,5.86,658.6353846153845,39.81,0.9369230769230769,0.88,0.9338461538461539,0.87,0.4930769230769231,0.79,0.7738461538461537,0.42,0.8092307692307693,1.0,0.1907692307692308,0.0,0.1907692307692308,0.0,22.060769230769232,23.85,0.5261538461538461,0.46,15.830000000000002,9.16,16.472307692307695,10.24
Pasakakrida (Type 2) Ruleset/Pasakakrida (Type 2) (Two Four-Sided Dice) (Ludii 1) (Reconstructed),Seys Dos y As,Medio Emperador Ruleset/Medio Emperador (Described),Fallas,Cab e Quinal Ruleset/Fixed Die (Described),Quinze Tablas,Doblet,Todas Tablas,Buffa de Baldrac,Laquet,Ssang-Ryouk,552.68,59.31,148.38166666666666,7.41,655.1716666666667,59.31,0.8875000000000001,0.82,0.9633333333333334,0.92,0.49249999999999994,0.15,0.7675,0.3,0.7908333333333334,1.0,0.2091666666666667,0.0,0.2091666666666667,0.0,22.51,23.34,0.5399999999999999,0.37,15.780833333333332,6.24,16.764166666666664,7.4
Pasakakrida (Type 2) Ruleset/Pasakakrida (Type 2) (Two Four-Sided Dice) (Ludii 2) (Reconstructed),Pareia de Entrada Ruleset/Pareia de Entrada (Described),Cab e Quinal Ruleset/Fixed Die (Described),Seys Dos y As,Fallas,Medio Emperador Ruleset/Medio Emperador (Described),Doblet,Todas Tablas,Emperador,Laquet,Quinze Tablas,495.09812500000004,65.2,142.83937500000002,3.77,569.548125,65.2,0.8931249999999998,0.97,0.9650000000000001,0.99,0.5162500000000001,0.58,0.7824999999999999,0.84,0.8400000000000001,1.0,0.16,0.0,0.16,0.0,22.888750000000005,25.54,0.53125,0.51,13.933125,7.52,14.78875,7.72
Pasakakrida (Type 2) Ruleset/Pasakakrida (Type 2) (Two Four-Sided Dice) (Ludii 3) (Reconstructed),Laquet,Seys Dos y As,Doblet,Fallas,Quinze Tablas,Medio Emperador Ruleset/Medio Emperador (Described),Buffa de Baldrac,Todas Tablas,Cab e Quinal Ruleset/Fixed Die (Described),Emperador,562.3781818181818,62.43,106.06181818181821,7.37,690.4236363636363,62.43,0.9263636363636363,0.96,0.9600000000000001,0.99,0.4918181818181818,0.09,0.7463636363636362,0.18,0.7790909090909092,1.0,0.22090909090909092,0.0,0.22090909090909092,0.0,22.20727272727273,24.02,0.5418181818181819,0.43,16.843636363636367,6.64,17.592727272727277,6.88
Pasakakrida (Type 2) Ruleset/Pasakakrida (Type 2) (Two Four-Sided Dice) (Ludii 4) (Reconstructed),Quinze Tablas,Doblet,Laquet,Seys Dos y As,Baralie,Cab e Quinal Ruleset/Fixed Die (Described),Fallas,Todas Tablas,Emperador,Medio Emperador Ruleset/Medio Emperador (Described),490.4692857142858,63.26,137.98642857142858,14.54,578.3192857142857,63.26,0.8985714285714286,0.87,0.9600000000000001,0.95,0.5135714285714286,0.62,0.7607142857142858,0.76,0.8207142857142857,1.0,0.1792857142857143,0.0,0.1792857142857143,0.0,23.06,23.4,0.5392857142857144,0.44,14.701428571428574,6.74,15.578571428571427,7.64
Pasakakrida (Type 2) Ruleset/Pasakakrida (Type 2) (Two Four-Sided Dice) (Ludii 5) (Reconstructed),Doblet,Todas Tablas,Laquet,Ssang-Ryouk,Emperador,Fallas,Quinze Tablas,Seys Dos y As,Cab e Quinal Ruleset/Fixed Die (Described),Medio Emperador Ruleset/Medio Emperador (Described),552.68,38.2,148.38166666666666,4.18,655.1716666666667,38.2,0.8874999999999998,0.92,0.9633333333333334,0.96,0.4925,1.0,0.7675,0.0,0.7908333333333334,1.0,0.2091666666666667,0.0,0.2091666666666667,0.0,22.51,26.62,0.54,0.45,15.780833333333334,7.42,16.764166666666668,8.02
Pasakakrida (Type 2) Ruleset/Pasakakrida (Type 2) (Two Four-Sided Dice) (Ludii 6) (Reconstructed),Todas Tablas,Laquet,Doblet,Pareia de Entrada Ruleset/Pareia de Entrada (Described),Buffa de Baldrac,Emperador,Fallas,Cab e Quinal Ruleset/Fixed Die (Described),Medio Emperador Ruleset/Medio Emperador (Described),Quinze Tablas,550.0828571428572,535.3,158.06214285714285,427.3,635.1685714285713,535.3,0.9028571428571429,0.98,0.9685714285714286,1.0,0.4985714285714286,0.48,0.7914285714285715,0.96,0.8171428571428573,1.0,0.18285714285714286,0.0,0.18285714285714286,0.0,22.51928571428571,28.18,0.5442857142857143,0.6,15.124285714285715,8.58,15.976428571428569,8.74
Pasakakrida (Type 2) Ruleset/Pasakakrida (Type 2) (Two Four-Sided Dice) (Ludii 7) (Reconstructed),Myles,Doblet,Seys Dos y As,Quinze Tablas,Fallas,Medio Emperador Ruleset/Medio Emperador (Described),Cab e Quinal Ruleset/Fixed Die (Described),Emperador,Laquet,Todas Tablas,520.2475000000001,76.79,101.69333333333333,10.56,637.6225000000001,76.79,0.9274999999999999,0.9,0.9533333333333333,0.93,0.5133333333333333,0.99,0.7258333333333334,0.02,0.7975,1.0,0.2025,0.0,0.2025,0.0,22.385833333333334,24.11,0.5333333333333333,0.44,16.005,6.58,16.7225,7.23
Pasakakrida (Type 2) Ruleset/Pasakakrida (Type 2) (Two Four-Sided Dice) (Ludii 8) (Reconstructed),Medio Emperador Ruleset/Medio Emperador (Described),Emperador,Cab e Quinal Ruleset/Fixed Die (Described),Seys Dos y As,Fallas,Quinze Tablas,Baralie,Todas Tablas,Ssang-Ryouk,Doblet,490.4692857142858,50.7,137.98642857142858,6.98,578.3192857142857,50.7,0.8985714285714286,0.95,0.9600000000000001,0.97,0.5135714285714286,1.0,0.7607142857142858,0.0,0.8207142857142857,1.0,0.1792857142857143,0.0,0.1792857142857143,0.0,23.06,25.32,0.5392857142857143,0.46,14.70142857142857,6.94,15.578571428571426,7.26
Pasakakrida (Type 2) Ruleset/Pasakakrida (Type 2) (Two Four-Sided Dice) (Ludii 9) (Reconstructed),Laquet,Baralie,Cab e Quinal Ruleset/Fixed Die (Described),Fallas,Medio Emperador Ruleset/Medio Emperador (Described),Doblet,Quinze Tablas,Todas Tablas,Emperador,Seys Dos y As,468.67800000000005,42.91,130.0486666666667,5.61,550.6713333333335,42.91,0.8859999999999999,0.93,0.9626666666666668,0.96,0.5146666666666667,0.93,0.7726666666666665,0.14,0.8326666666666667,1.0,0.16733333333333336,0.0,0.16733333333333336,0.0,23.296000000000003,23.8,0.5326666666666667,0.42,14.015333333333334,6.72,14.92666666666667,7.18
Pasakakrida (Type 2) Ruleset/Pasakakrida (Type 2) (Two Four-Sided Dice) (Ludii 10) (Reconstructed),Todas Tablas,Pareia de Entrada Ruleset/Pareia de Entrada (Described),Seys Dos y As,Fallas,Baralie,Emperador,Laquet,Medio Emperador Ruleset/Medio Emperador (Described),Doblet,Quinze Tablas,495.09812500000004,68.32,142.83937500000002,3.4,569.5481249999999,68.32,0.8931250000000001,0.96,0.9650000000000001,1.0,0.51625,0.6,0.7825,0.8,0.84,1.0,0.16,0.0,0.16,0.0,22.88875,24.83,0.53125,0.5,13.933124999999999,7.75,14.788750000000002,8.0
Pasakakrida (Type 2) Ruleset/Pasakakrida (Type 2) (Three Four-Sided Dice) (Ludii 1) (Reconstructed),Laquet,Emperador,Cab e Quinal Ruleset/Fixed Die (Described),Todas Tablas,Doblet,Medio Emperador Ruleset/Medio Emperador (Described),Quinze Tablas,Fallas,Cab e Quinal Ruleset/Cab e Quinal (Described),Seys Dos y As,562.3781818181818,60.42,106.06181818181818,5.22,690.4236363636363,60.42,0.9263636363636363,0.85,0.9600000000000001,1.0,0.4918181818181818,1.0,0.7463636363636365,0.0,0.7790909090909092,1.0,0.22090909090909092,0.0,0.22090909090909092,0.0,22.207272727272727,20.73,0.5418181818181818,0.44,16.843636363636364,10.8,17.59272727272727,12.48
Pasakakrida (Type 2) Ruleset/Pasakakrida (Type 2) (Three Four-Sided Dice) (Ludii 2) (Reconstructed),Quinze Tablas,Ssang-Ryouk,Cab e Quinal Ruleset/Cab e Quinal (Described),Fallas,Emperador,Medio Emperador Ruleset/Medio Emperador (Described),Los Doze Canes,Doblet,Pareia de Entrada Ruleset/Pareia de Entrada (Described),Laquet,679.9685714285714,42.16,201.40571428571425,8.32,726.1257142857143,42.16,0.9035714285714286,0.95,0.9685714285714286,1.0,0.4964285714285714,0.0,0.7957142857142856,0.0,0.7457142857142857,1.0,0.21999999999999997,0.0,0.2542857142857143,0.0,21.38142857142858,23.78,0.5307142857142857,0.47,15.05642857142857,10.24,15.90142857142857,10.74
