Game Name,Num Flags On,Properties,Format,Time,Discrete,Realtime,Turns,Alternating,Simultaneous,Stochastic,HiddenInformation,Match,Asymmetric,AsymmetricForces,AsymmetricPiecesType,Players,Simulation,Solitaire,TwoPlayer,Multiplayer,Cooperation,Team,Puzzle,DeductionPuzzle,PlanningPuzzle,Equipment,Container,Board,Shape,SquareShape,HexShape,TriangleShape,DiamondShape,RectangleShape,SpiralShape,CircleShape,StarShape,Tiling,SquareTiling,HexTiling,TriangleTiling,SemiRegularTiling,MorrisTiling,CircleTiling,SpiralTiling,AlquerqueTiling,MancalaBoard,MancalaStores,MancalaTwoRows,MancalaThreeRows,MancalaFourRows,MancalaSixRows,MancalaCircular,Track,TrackLoop,TrackOwned,Hints,Region,Boardless,PlayableSites,Vertex,Cell,Edge,MultiGraphElement,Hand,ManyContainers,Component,Piece,PieceValue,PieceDirection,Dice,Domino,LargePiece,Tile,Rules,Meta,OpeningContract,SwapOption,Repetition,PositionalSuperko,AutoMove,Start,PiecesPlacedOnBoard,PiecesPlacedOutsideBoard,InitialRandomPlacement,InitialScore,InitialCost,Play,Moves,Add,AddDecision,Step,StepDecision,StepToEmpty,StepToFriend,StepToEnemy,Slide,SlideDecision,Leap,LeapDecision,LeapToEmpty,LeapToEnemy,Hop,HopDecision,HopMoreThanOne,HopEnemyToEmpty,HopFriendToEmpty,HopEnemyToEnemy,HopFriendToEnemy,Sow,SowEffect,SowCapture,SowRemove,SowBacktracking,SowProperties,SowSkip,SowOriginFirst,SowCW,SowCCW,Bet,BetDecision,Vote,VoteDecision,Promotion,Remove,RemoveDecision,FromTo,Rotation,Push,Flip,SwapPieces,SwapPiecesDecision,SwapPlayers,SwapPlayersDecision,TakeControl,Shoot,ShootDecision,Priority,ByDieMove,MaxMovesInTurn,MaxDistance,SetNextPlayer,Capture,ReplacementCapture,HopCapture,HopCaptureMoreThanOne,DirectionCapture,EncloseCapture,CustodialCapture,InterveneCapture,SurroundCapture,CaptureSequence,MaxCapture,Conditions,SpaceConditions,Line,Connection,Group,Contains,Loop,Pattern,PathExtent,Territory,Fill,Distance,MoveConditions,Stalemate,CanMove,CanNotMove,PieceConditions,NoPiece,Threat,IsEmpty,IsEnemy,IsFriend,LineOfSight,Directions,AbsoluteDirections,AllDirections,AdjacentDirection,OrthogonalDirection,DiagonalDirection,RotationalDirection,SameLayerDirection,RelativeDirections,ForwardDirection,BackwardDirection,ForwardsDirection,BackwardsDirection,RightwardDirection,LeftwardDirection,RightwardsDirection,LeftwardsDirection,ForwardLeftDirection,ForwardRightDirection,BackwardLeftDirection,BackwardRightDirection,SameDirection,OppositeDirection,Information,HidePieceType,HidePieceOwner,HidePieceValue,InvisiblePiece,Phase,Scoring,PieceCount,SumDice,End,SpaceGoal,LineGoal,ConnectionGoal,GroupGoal,LoopGoal,PathExtentGoal,TerritoryGoal,WarGoal,Checkmate,RaceGoal,Escape,FillGoal,ReachGoal,ScoringGoal,StalemateGoal,Math,Arithmetic,Operations,Addition,Subtraction,Multiplication,Division,Modulo,Absolute,Exponentiation,Minimum,Maximum,Comparison,Equal,NotEqual,LesserThan,LesserThanOrEqual,GreaterThan,GreaterThanOrEqual,Parity,Even,Odd,Logic,Conjunction,Disjunction,Negation,Set,Union,Intersection,Complement,Algorithmics,ConditionalStatement,ControlFlowStatement,Visual,Style,BoardStyle,GraphStyle,ChessStyle,GoStyle,MancalaStyle,PenAndPaperStyle,ShibumiStyle,BackgammonStyle,JanggiStyle,XiangqiStyle,ShogiStyle,TableStyle,SurakartaStyle,TaflStyle,NoBoard,ComponentStyle,AnimalComponent,ChessComponent,FairyChessComponent,PloyComponent,ShogiComponent,XiangqiComponent,StrategoComponent,HandComponent,CheckersComponent,BallComponent,TaflComponent,DiscComponent,StackType,Stack,Symbols,ShowPieceValue,ShowPieceState,Implementation,State,StateType,StackState,PieceState,SiteState,RotationState,VisitedSites,Variable,InternalCounter,PlayerValue,Efficiency,CopyContext,Then,ForEachPiece,DoLudeme,NumPlayers,NumPlayableSitesOnBoard,NumColumns,NumRows,NumCorners,NumDirections,NumOrthogonalDirections,NumDiagonalDirections,NumAdjacentDirections,NumOffDiagonalDirections,NumOuterSites,NumInnerSites,NumLayers,NumEdges,NumCells,NumVertices,NumPerimeterSites,NumTopSites,NumBottomSites,NumRightSites,NumLeftSites,NumCentreSites,NumConvexCorners,NumConcaveCorners,NumPhasesBoard,NumContainers,NumPlayableSites,NumComponentsType,NumComponentsTypePerPlayer,NumDice,NumPlayPhase
Callanish-,72,Yes,Yes,Yes,Yes,,Yes,Yes,,,,,,,,Yes,,,Yes,,,,,,,Yes,Yes,Yes,Yes,Yes,,,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,Yes,,Yes,,,,,Yes,Yes,,,,,,,Yes,,,,,,,,,,,,,Yes,Yes,Yes,Yes,,,,,,,,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,Yes,Yes,,,Yes,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,Yes,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,,Yes,,,Yes,,,,,Yes,Yes,,,Yes,,Yes,,,,Yes,Yes,Yes,,Yes,,Yes,,Yes,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,Yes,Yes,,,,,Yes,Yes,Yes,Yes,Yes,Yes,,,Yes,,,Yes,Yes,Yes,Yes,Yes,2,81,9,9,4,6.72,3.56,3.16,6.72,0,32,49,1,180,81,100,32,9,9,9,9,1,4,0,2,1,81,2,1,0,2
Kensington-,63,Yes,Yes,Yes,Yes,,Yes,Yes,,,,,,,,Yes,,,Yes,,,,,,,Yes,Yes,Yes,Yes,,Yes,,,,,,,Yes,,,,Yes,,,,,,,,,,,,,,,,Yes,,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,,,,,,Yes,,,,,,,Yes,,Yes,,,,Yes,Yes,,,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,,,,,Yes,,,,,,Yes,,,Yes,,,,Yes,Yes,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,,,,,,,Yes,Yes,,,,,,,,,Yes,,Yes,,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,Yes,,,,,,,,,,,Yes,,Yes,Yes,,2,133,21,16,18,5.92,3.67,2.25,3.67,0,30,42,1,132,61,72,30,4,4,2,2,6,12,6,4,3,135,2,1,0,1
Upper_Hand-,59,Yes,Yes,Yes,Yes,,Yes,Yes,,,,,,,,Yes,,,Yes,,,,,,,Yes,Yes,Yes,Yes,Yes,,,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,,Yes,Yes,,,,,,,Yes,,,,,,,Yes,Yes,,,,,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,Yes,,Yes,,Yes,,,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,,,,,,,Yes,Yes,Yes,,Yes,,,,,,Yes,Yes,,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,,Yes,,,,,,,,,Yes,,,,,,,,,,Yes,,,,,,,,Yes,,,,,,,,,,,Yes,Yes,Yes,,,2,55,9,9,4,9.45,7.27,2.18,7.27,0,16,39,5,200,30,55,16,5,5,5,5,3,4,0,4,1,55,3,1,0,1
Ataxx-,52,Yes,Yes,Yes,Yes,,Yes,Yes,,,,,,,,Yes,,,Yes,,,,,,,Yes,Yes,Yes,Yes,Yes,,,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,Yes,,Yes,,,,,Yes,Yes,,,,,,,Yes,,,,,,,Yes,Yes,,,Yes,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,Yes,,,Yes,,,,Yes,Yes,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,Yes,,,,,,,,,,,,,,Yes,,Yes,Yes,,,,,,,,,,,Yes,Yes,,,,,,,,,Yes,,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,Yes,,Yes,Yes,,2,49,7,7,4,6.37,3.43,2.94,6.37,0,24,25,1,112,49,64,24,7,7,7,7,1,4,0,2,1,49,2,1,0,1
Dorvolz-,58,Yes,Yes,Yes,Yes,,Yes,Yes,,,,,,,,Yes,,,Yes,,,,,,,Yes,Yes,Yes,Yes,Yes,,,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,Yes,,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,,,,,,Yes,,,,,,,Yes,,Yes,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,,,,Yes,,,,,,,,,,,,,,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,,Yes,Yes,,,,,,Yes,,,,,,,Yes,,Yes,Yes,,,,,,,,,,,Yes,Yes,,,,,,,,,Yes,Yes,,,Yes,,Yes,,,,,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,Yes,Yes,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,2,545,17,17,4,7.31,3.76,3.54,3.76,0,64,225,1,544,256,289,64,17,17,17,17,1,4,0,2,3,549,4,2,0,3
Go-,61,Yes,Yes,Yes,Yes,,Yes,Yes,,,,,,,,Yes,,,Yes,,,,,,,Yes,Yes,Yes,Yes,Yes,,,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,,Yes,Yes,,,,,,,Yes,Yes,,,Yes,Yes,,,,,,,,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,Yes,,,,,Yes,,,,,,Yes,Yes,,,,,,,,Yes,,,,,,,Yes,,,,Yes,,,Yes,Yes,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,Yes,Yes,,,,,,Yes,,,,,,,Yes,,Yes,Yes,Yes,Yes,,,,,,,,,Yes,,,,,Yes,,,,,,,,,Yes,Yes,,,,,,Yes,Yes,Yes,Yes,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,Yes,Yes,Yes,,Yes,2,361,19,19,4,7.38,3.79,3.59,3.79,0,72,289,1,684,324,361,72,19,19,19,19,1,4,0,2,1,361,2,1,0,1
Lotus-,58,Yes,Yes,Yes,Yes,,Yes,Yes,,,,,,,,Yes,,,Yes,,,,,,,Yes,Yes,Yes,Yes,,Yes,,,,,,,Yes,,,,Yes,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,,Yes,Yes,,,,,,,Yes,,,,,,,,,,,,,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,Yes,,,,,Yes,,,,,,Yes,Yes,,,,,,,,Yes,,,,,,,Yes,,,,Yes,,,Yes,Yes,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,Yes,Yes,,,,,,Yes,,,,,,,Yes,,Yes,Yes,Yes,Yes,,,,,,,,,Yes,,,,,Yes,,,,,,,,,Yes,Yes,,,,,,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,Yes,Yes,Yes,,Yes,2,72,21,16,18,5.92,3.67,2.25,3.67,0,30,42,1,132,61,72,30,4,4,2,2,6,12,6,4,1,72,2,1,0,1
MacBeth-,48,Yes,Yes,Yes,Yes,,Yes,Yes,,,,,,,,Yes,,,Yes,,,,,,,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,Yes,,,,,Yes,Yes,,,,,,,Yes,,,,,,,,,,,,,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,Yes,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,Yes,,,,,,,,,,,,,,Yes,,Yes,Yes,,,,,,,,,,,Yes,,,,,,Yes,,,,,,,,Yes,Yes,Yes,,Yes,,Yes,Yes,Yes,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,Yes,,,,,,Yes,Yes,,,Yes,Yes,,,,,,Yes,,Yes,,,2,72,11,11,6,6.67,3.5,3.17,3.5,0,30,42,1,306,72,216,30,6,6,1,1,6,6,0,3,1,72,1,0,0,2
One-Eyed_Go-,58,Yes,Yes,Yes,Yes,,Yes,Yes,,,,,,,,Yes,,,Yes,,,,,,,Yes,Yes,Yes,Yes,Yes,,,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,,Yes,Yes,,,,,,,Yes,,,,,,,,,,,,,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,Yes,,,,,Yes,,,,,,Yes,Yes,,,,,,,,Yes,,,,,,,Yes,,,,Yes,,,Yes,Yes,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,Yes,Yes,,,,,,Yes,,,,,,,Yes,,Yes,Yes,Yes,Yes,,,,,,,,,Yes,,,,,Yes,,,,,,,,,Yes,Yes,,,,,,Yes,Yes,Yes,Yes,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,Yes,Yes,Yes,,Yes,2,361,19,19,4,7.38,3.79,3.59,3.79,0,72,289,1,684,324,361,72,19,19,19,19,1,4,0,2,1,361,2,1,0,1
Patok-,65,Yes,Yes,Yes,Yes,,Yes,Yes,,,,,,,,Yes,,,Yes,,,,,,,Yes,Yes,Yes,Yes,Yes,,,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,Yes,,Yes,Yes,,,,,,Yes,Yes,,,,,,,Yes,,,,,,,,,,,,,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,Yes,,,,,Yes,,,,,,Yes,Yes,,,,,,,,Yes,,,Yes,Yes,,,Yes,,,,Yes,,,Yes,Yes,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,Yes,Yes,,,,,,Yes,,,,,,,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,,,Yes,Yes,,,,Yes,,,,,,,,,Yes,Yes,Yes,,,,,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,Yes,,,,,,,,,,,Yes,Yes,Yes,,Yes,2,361,19,19,4,7.38,3.79,3.59,3.79,0,72,289,1,684,324,361,72,19,19,19,19,1,4,0,2,1,361,2,1,0,2
Phantom_Go-,65,Yes,Yes,Yes,Yes,,Yes,Yes,,,Yes,,,,,Yes,,,Yes,,,,,,,Yes,Yes,Yes,Yes,Yes,,,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,,Yes,Yes,,,,,,,Yes,,,,,,,,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,Yes,,,,,Yes,,,,,Yes,,,,,,Yes,Yes,,,,Yes,,,,Yes,,,,,,,Yes,,,,Yes,,,Yes,Yes,,,Yes,,,,,,,,,,,,,,,,,,,Yes,,,,Yes,,Yes,,,Yes,Yes,,,,,,Yes,,,,,,,Yes,,Yes,Yes,Yes,Yes,,,,,,,,,Yes,,,,,Yes,,,,,Yes,,,Yes,Yes,Yes,,,Yes,Yes,,Yes,Yes,Yes,Yes,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,Yes,Yes,Yes,,Yes,2,81,9,9,4,6.72,3.56,3.16,3.56,0,32,49,1,144,64,81,32,9,9,9,9,1,4,0,2,1,81,2,1,0,1
Reversi-,49,Yes,Yes,Yes,Yes,,Yes,Yes,,,,,,,,Yes,,,Yes,,,,,,,Yes,Yes,Yes,Yes,Yes,,,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,Yes,,Yes,,,,,Yes,Yes,,,,,,,Yes,,,,,,,Yes,Yes,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,Yes,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,Yes,,,,,,,,,,,,,,Yes,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,Yes,Yes,,Yes,Yes,Yes,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,Yes,,,Yes,,,Yes,Yes,,,Yes,Yes,,,,,,Yes,,Yes,,,2,64,8,8,4,6.56,3.5,3.06,6.56,0,28,36,1,144,64,81,28,8,8,8,8,4,4,0,2,1,64,1,0,0,1
Weiqi-,58,Yes,Yes,Yes,Yes,,Yes,Yes,,,,,,,,Yes,,,Yes,,,,,,,Yes,Yes,Yes,Yes,Yes,,,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,,Yes,Yes,,,,,,,Yes,Yes,,,Yes,Yes,,,,,,,,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,Yes,,,,,Yes,,,,,,Yes,Yes,,,,,,,,Yes,,,,,,,Yes,,,,Yes,,,Yes,Yes,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,Yes,Yes,,,,,,Yes,,,,,,,Yes,,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,,Yes,Yes,Yes,Yes,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,Yes,Yes,Yes,,,2,361,19,19,4,7.38,3.79,3.59,3.79,0,72,289,1,684,324,361,72,19,19,19,19,1,4,0,2,1,361,2,1,0,1
Chaturaji-Wikipedia,102,Yes,Yes,Yes,Yes,,Yes,Yes,,Yes,,,,,,Yes,,,,Yes,,,,,,Yes,Yes,Yes,Yes,Yes,,,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,Yes,,Yes,,Yes,,,,Yes,Yes,Yes,Yes,Yes,Yes,,,,Yes,,,,,,,Yes,Yes,,,,,Yes,Yes,,,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,,Yes,Yes,,,,,,,,,,,,,,Yes,,,,Yes,Yes,,,,,,,,,,Yes,Yes,,,,Yes,,,,,,,Yes,,Yes,,Yes,,,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,,,Yes,Yes,,,,,,,,Yes,Yes,,,,,,,,,,,Yes,,,Yes,,,,,,,,,,,,,,Yes,,Yes,Yes,,,,,,,,,,,Yes,Yes,,,,,,,,,Yes,Yes,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,,,,,,,,,,,,Yes,,,Yes,Yes,,,Yes,Yes,,,,,,Yes,Yes,Yes,Yes,Yes,4,64,8,8,4,6.56,3.5,3.06,6.56,0,28,36,1,144,64,81,28,8,8,8,8,4,4,0,2,2,65,21,5,1,1
Chaturanga-Manasollasa,97,Yes,Yes,Yes,Yes,,Yes,Yes,,,,,,,,Yes,,,Yes,,,,,,,Yes,Yes,Yes,Yes,Yes,,,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,Yes,,Yes,,Yes,,,,,Yes,Yes,,Yes,,,,,Yes,,,,,,,Yes,Yes,,,,,Yes,Yes,,,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,,,,,,Yes,Yes,,,,Yes,,,,,,,Yes,Yes,,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,,,Yes,Yes,,,,,,,,Yes,Yes,,,,,,,,,,,,,,Yes,,,,,,,,Yes,Yes,,,,,,Yes,Yes,Yes,,,,,,,,,,,Yes,Yes,,,,,,,,,Yes,Yes,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,,,,,,,,,,,,Yes,,,Yes,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,2,64,8,8,4,6.56,3.5,3.06,6.56,0,28,36,1,144,64,81,28,8,8,8,8,4,4,0,2,1,64,12,6,0,1
Chaturanga-Elephant_Diagonal_Move,97,Yes,Yes,Yes,Yes,,Yes,Yes,,,,,,,,Yes,,,Yes,,,,,,,Yes,Yes,Yes,Yes,Yes,,,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,Yes,,Yes,,Yes,,,,,Yes,Yes,,Yes,,,,,Yes,,,,,,,Yes,Yes,,,,,Yes,Yes,,,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,,,,,,Yes,Yes,,,,Yes,,,,,,,Yes,Yes,,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,,,Yes,Yes,,,,,,,,Yes,Yes,,,,,,,,,,,,,,Yes,,,,,,,,Yes,Yes,,,,,,Yes,Yes,Yes,,,,,,,,,,,Yes,Yes,,,,,,,,,Yes,Yes,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,,,,,,,,,,,,Yes,,,Yes,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,2,64,8,8,4,6.56,3.5,3.06,6.56,0,28,36,1,144,64,81,28,8,8,8,8,4,4,0,2,1,64,12,6,0,1
Chaturanga-Elephant_Diagonal_Jump,93,Yes,Yes,Yes,Yes,,Yes,Yes,,,,,,,,Yes,,,Yes,,,,,,,Yes,Yes,Yes,Yes,Yes,,,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,Yes,,Yes,,Yes,,,,,Yes,Yes,,Yes,,,,,Yes,,,,,,,Yes,Yes,,,,,Yes,Yes,,,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,,,,,,Yes,Yes,,,,Yes,,,,,,,Yes,Yes,,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,,,Yes,Yes,,,,,,,,Yes,Yes,Yes,Yes,,,,,,,,,,,,Yes,,,,,,,,Yes,Yes,,,,,,Yes,Yes,Yes,,,,,,,,,,,Yes,Yes,,,,,,,,,Yes,Yes,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,,,,,,,,,,,,Yes,,,Yes,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,2,64,8,8,4,6.56,3.5,3.06,6.56,0,28,36,1,144,64,81,28,8,8,8,8,4,4,0,2,1,64,12,6,0,1
Game_of_the_Pawns-,71,Yes,Yes,Yes,Yes,,Yes,Yes,,,,,,,,Yes,,,Yes,,,,,,,Yes,Yes,Yes,Yes,Yes,,,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,Yes,,Yes,,,,,Yes,Yes,,Yes,,,,,Yes,,,,,,,Yes,Yes,,,,,Yes,Yes,,,Yes,Yes,Yes,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,,,,,,Yes,,,,,,,,,,,,Yes,,,Yes,Yes,,Yes,Yes,Yes,Yes,,Yes,Yes,,Yes,,,,,Yes,Yes,,,,,,,,Yes,Yes,,,,,,,,,,,,,,Yes,,,,,,,,Yes,Yes,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,Yes,,,Yes,,,,,,,,,,,,,Yes,,Yes,Yes,,,,,,,,,,,,,,,Yes,,,,,,,,,,,Yes,Yes,,Yes,Yes,2,64,8,8,4,6.56,3.5,3.06,6.56,0,28,36,1,144,64,81,28,8,8,8,8,4,4,0,2,1,64,4,2,0,1
Hindustani_Chess-,94,Yes,Yes,Yes,Yes,,Yes,Yes,,,,,,,,Yes,,,Yes,,,,,,,Yes,Yes,Yes,Yes,Yes,,,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,Yes,,Yes,,Yes,,,,,Yes,Yes,,Yes,,,,,Yes,,,,,,,Yes,Yes,,,,,Yes,Yes,,,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,,,,,,Yes,Yes,,,,Yes,,,,,,,Yes,Yes,,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,Yes,Yes,,,,,,,Yes,Yes,Yes,Yes,,,,,,,,,Yes,Yes,,Yes,,,,,,,Yes,Yes,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,,,,,,,,,,,,Yes,,,Yes,Yes,,,Yes,Yes,,,,,,Yes,Yes,Yes,Yes,Yes,2,64,8,8,4,6.56,3.5,3.06,6.56,0,28,36,1,144,64,81,28,8,8,8,8,4,4,0,2,1,64,12,6,0,1
