Game Name,Num Flags On,Properties,Format,Time,Discrete,Realtime,Turns,Alternating,Simultaneous,Stochastic,HiddenInformation,Match,Asymmetric,AsymmetricForces,AsymmetricPiecesType,Players,Simulation,Solitaire,TwoPlayer,Multiplayer,Cooperation,Team,Puzzle,DeductionPuzzle,PlanningPuzzle,Equipment,Container,Board,Shape,SquareShape,HexShape,TriangleShape,DiamondShape,RectangleShape,SpiralShape,CircleShape,StarShape,Tiling,SquareTiling,HexTiling,TriangleTiling,SemiRegularTiling,MorrisTiling,CircleTiling,SpiralTiling,AlquerqueTiling,MancalaBoard,MancalaStores,MancalaTwoRows,MancalaThreeRows,MancalaFourRows,MancalaSixRows,MancalaCircular,Track,TrackLoop,TrackOwned,Hints,Region,Boardless,PlayableSites,Vertex,Cell,Edge,MultiGraphElement,Hand,ManyContainers,Component,Piece,PieceValue,PieceDirection,Dice,Domino,LargePiece,Tile,Rules,Meta,OpeningContract,SwapOption,Repetition,PositionalSuperko,AutoMove,Start,PiecesPlacedOnBoard,PiecesPlacedOutsideBoard,InitialRandomPlacement,InitialScore,InitialCost,Play,Moves,Add,AddDecision,Step,StepDecision,StepToEmpty,StepToFriend,StepToEnemy,Slide,SlideDecision,Leap,LeapDecision,LeapToEmpty,LeapToEnemy,Hop,HopDecision,HopMoreThanOne,HopEnemyToEmpty,HopFriendToEmpty,HopEnemyToEnemy,HopFriendToEnemy,Sow,SowEffect,SowCapture,SowRemove,SowBacktracking,SowProperties,SowSkip,SowOriginFirst,SowCW,SowCCW,Bet,BetDecision,Vote,VoteDecision,Promotion,Remove,RemoveDecision,FromTo,Rotation,Push,Flip,SwapPieces,SwapPiecesDecision,SwapPlayers,SwapPlayersDecision,TakeControl,Shoot,ShootDecision,Priority,ByDieMove,MaxMovesInTurn,MaxDistance,SetNextPlayer,Capture,ReplacementCapture,HopCapture,HopCaptureMoreThanOne,DirectionCapture,EncloseCapture,CustodialCapture,InterveneCapture,SurroundCapture,CaptureSequence,MaxCapture,Conditions,SpaceConditions,Line,Connection,Group,Contains,Loop,Pattern,PathExtent,Territory,Fill,Distance,MoveConditions,Stalemate,CanMove,CanNotMove,PieceConditions,NoPiece,Threat,IsEmpty,IsEnemy,IsFriend,LineOfSight,Directions,AbsoluteDirections,AllDirections,AdjacentDirection,OrthogonalDirection,DiagonalDirection,RotationalDirection,SameLayerDirection,RelativeDirections,ForwardDirection,BackwardDirection,ForwardsDirection,BackwardsDirection,RightwardDirection,LeftwardDirection,RightwardsDirection,LeftwardsDirection,ForwardLeftDirection,ForwardRightDirection,BackwardLeftDirection,BackwardRightDirection,SameDirection,OppositeDirection,Information,HidePieceType,HidePieceOwner,HidePieceValue,InvisiblePiece,Phase,Scoring,PieceCount,SumDice,End,SpaceGoal,LineGoal,ConnectionGoal,GroupGoal,LoopGoal,PathExtentGoal,TerritoryGoal,WarGoal,Checkmate,RaceGoal,Escape,FillGoal,ReachGoal,ScoringGoal,StalemateGoal,Math,Arithmetic,Operations,Addition,Subtraction,Multiplication,Division,Modulo,Absolute,Exponentiation,Minimum,Maximum,Comparison,Equal,NotEqual,LesserThan,LesserThanOrEqual,GreaterThan,GreaterThanOrEqual,Parity,Even,Odd,Logic,Conjunction,Disjunction,Negation,Set,Union,Intersection,Complement,Algorithmics,ConditionalStatement,ControlFlowStatement,Visual,Style,BoardStyle,GraphStyle,ChessStyle,GoStyle,MancalaStyle,PenAndPaperStyle,ShibumiStyle,BackgammonStyle,JanggiStyle,XiangqiStyle,ShogiStyle,TableStyle,SurakartaStyle,TaflStyle,NoBoard,ComponentStyle,AnimalComponent,ChessComponent,FairyChessComponent,PloyComponent,ShogiComponent,XiangqiComponent,StrategoComponent,HandComponent,CheckersComponent,BallComponent,TaflComponent,DiscComponent,StackType,Stack,Symbols,ShowPieceValue,ShowPieceState,Implementation,State,StateType,StackState,PieceState,SiteState,RotationState,VisitedSites,Variable,InternalCounter,PlayerValue,Efficiency,CopyContext,Then,ForEachPiece,DoLudeme,NumPlayers,NumPlayableSitesOnBoard,NumColumns,NumRows,NumCorners,NumDirections,NumOrthogonalDirections,NumDiagonalDirections,NumAdjacentDirections,NumOffDiagonalDirections,NumOuterSites,NumInnerSites,NumLayers,NumEdges,NumCells,NumVertices,NumPerimeterSites,NumTopSites,NumBottomSites,NumRightSites,NumLeftSites,NumCentreSites,NumConvexCorners,NumConcaveCorners,NumPhasesBoard,NumContainers,NumPlayableSites,NumComponentsType,NumComponentsTypePerPlayer,NumDice,NumPlayPhase
Tic-Tac-Die-,57,Yes,Yes,Yes,Yes,,Yes,Yes,,Yes,,,Yes,Yes,Yes,Yes,,,Yes,,,,,,,Yes,Yes,Yes,Yes,Yes,,,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,Yes,,Yes,,,,Yes,Yes,Yes,,,Yes,,,,Yes,,,,,,,,,,,,,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,,,,,,,,,,,,,,Yes,,,Yes,,,,Yes,Yes,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,Yes,Yes,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,Yes,,,,,,Yes,Yes,,,Yes,Yes,,,,,,Yes,Yes,Yes,,Yes,2,9,3,3,4,4.44,2.67,1.78,4.44,0,8,1,1,24,9,16,8,3,3,3,3,1,4,0,2,2,10,3,1,1,1
Tic-Tac-Four-,40,Yes,Yes,Yes,Yes,,Yes,Yes,,,,,Yes,Yes,Yes,Yes,,,,Yes,,,,,,Yes,Yes,Yes,Yes,Yes,,,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,Yes,,Yes,,,,,Yes,Yes,,,,,,,Yes,,,,,,,,,,,,,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,4,25,5,5,4,5.76,3.2,2.56,5.76,0,16,9,1,60,25,36,16,5,5,5,5,1,4,0,2,1,25,4,1,0,1
Tic-Tac-Mo-,40,Yes,Yes,Yes,Yes,,Yes,Yes,,,,,Yes,Yes,Yes,Yes,,,,Yes,,,,,,Yes,Yes,Yes,Yes,,,,,Yes,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,Yes,,Yes,,,,,Yes,Yes,,,,,,,Yes,,,,,,,,,,,,,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,3,15,5,3,4,5.07,2.93,2.13,5.07,0,12,3,1,38,15,24,12,5,5,3,3,1,4,0,2,1,15,3,1,0,1
Tic-Tac-Toe_Misere-,40,Yes,Yes,Yes,Yes,,Yes,Yes,,,,,Yes,Yes,Yes,Yes,,,Yes,,,,,,,Yes,Yes,Yes,Yes,Yes,,,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,Yes,,Yes,,,,,Yes,Yes,,,,,,,Yes,,,,,,,,,,,,,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,2,9,3,3,4,4.44,2.67,1.78,4.44,0,8,1,1,24,9,16,8,3,3,3,3,1,4,0,2,1,9,2,1,0,1
Tic-Tac-Toe-,40,Yes,Yes,Yes,Yes,,Yes,Yes,,,,,Yes,Yes,Yes,Yes,,,Yes,,,,,,,Yes,Yes,Yes,Yes,Yes,,,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,Yes,,Yes,,,,,Yes,Yes,,,,,,,Yes,,,,,,,,,,,,,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,2,9,3,3,4,4.44,2.67,1.78,4.44,0,8,1,1,24,9,16,8,3,3,3,3,1,4,0,2,1,9,2,1,0,1
Triodi_Diagonal-,61,Yes,Yes,Yes,Yes,,Yes,Yes,,,,,,,,Yes,,,Yes,,,,,,,Yes,Yes,Yes,Yes,Yes,,,,,,,,Yes,,,,,Yes,,,,,,,,,,,,,,,,,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,,,,,,Yes,,,,,,,Yes,,Yes,,,,Yes,Yes,,,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,,,,,,,,,,,,,,Yes,,,Yes,,,,Yes,Yes,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,Yes,,Yes,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,,,,,,,Yes,Yes,,,Yes,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,Yes,,Yes,Yes,,2,24,7,7,4,3.33,3.33,0,3.33,0,8,16,1,40,0,24,8,3,3,3,3,4,4,0,2,3,26,2,1,0,2
Triodi-,61,Yes,Yes,Yes,Yes,,Yes,Yes,,,,,,,,Yes,,,Yes,,,,,,,Yes,Yes,Yes,Yes,Yes,,,,,,,,Yes,,,,,Yes,,,,,,,,,,,,,,,,,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,,,,,,Yes,,,,,,,Yes,,Yes,,,,Yes,Yes,,,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,,,,,,,,,,,,,,Yes,,,Yes,,,,Yes,Yes,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,Yes,,Yes,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,,,,,,,Yes,Yes,,,Yes,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,Yes,,Yes,Yes,,2,24,7,7,4,2.67,2.67,0,2.67,0,8,16,1,32,0,24,8,3,3,3,3,4,4,0,2,3,26,2,1,0,2
Tuk_Tak-,53,Yes,Yes,Yes,Yes,,Yes,Yes,,,,,,,,Yes,,,Yes,,,,,,,Yes,Yes,Yes,Yes,Yes,,,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,Yes,,Yes,,,Yes,Yes,Yes,Yes,,,,,,,Yes,,,,,,,Yes,,Yes,,,,Yes,Yes,,,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,,,,,,,,,,,,,,Yes,,,Yes,,,,Yes,Yes,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,Yes,,Yes,Yes,Yes,,,,,,,,,,,,,,Yes,Yes,,,,,,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,Yes,,Yes,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,Yes,,,Yes,,2,9,3,3,4,4.44,2.67,1.78,4.44,0,8,1,1,24,9,16,8,3,3,3,3,1,4,0,2,3,11,2,1,0,2
Tule_Paid-,63,Yes,Yes,Yes,Yes,,Yes,Yes,,,,,,,,Yes,,,Yes,,,,,,,Yes,Yes,Yes,Yes,Yes,,,,,,,,Yes,,,,,Yes,,,,,,,,,,,,,,,,,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,,,,,,Yes,,,,,,,Yes,,Yes,,,,Yes,Yes,,,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,,,,,,,,,,,,,,Yes,Yes,,Yes,,,,Yes,Yes,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,Yes,,Yes,,,,,,,,,,Yes,Yes,,,,,Yes,Yes,,,,,,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,Yes,,Yes,Yes,,2,24,7,7,4,3.33,3.33,0,3.33,0,8,16,1,40,0,24,8,3,3,3,3,4,4,0,2,3,26,2,1,0,2
Twelve_Mens_Morris-With_Diagonal,66,Yes,Yes,Yes,Yes,,Yes,Yes,,,,,,,,Yes,,,Yes,,,,,,,Yes,Yes,Yes,Yes,Yes,,,,,,,,Yes,,,,,Yes,,,,,,,,,,,,,,,,,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,,,,,,Yes,,,,,,,Yes,,Yes,,,,Yes,Yes,,,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,,,,,,,,,,Yes,,Yes,,Yes,,,Yes,,,,Yes,Yes,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,Yes,,Yes,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,,,,,,,Yes,Yes,,,Yes,Yes,,,,,Yes,,,Yes,,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,Yes,,Yes,Yes,,2,24,7,7,4,3.33,3.33,0,3.33,0,8,16,1,40,0,24,8,3,3,3,3,4,4,0,2,3,26,2,1,0,2
Twelve_Mens_Morris-Board_Game_Geek,66,Yes,Yes,Yes,Yes,,Yes,Yes,,,,,,,,Yes,,,Yes,,,,,,,Yes,Yes,Yes,Yes,Yes,,,,,,,,Yes,,,,,Yes,,,,,,,,,,,,,,,,,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,,,,,,Yes,,,,,,,Yes,,Yes,,,,Yes,Yes,,,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,,,,,,,,,,Yes,,Yes,,Yes,,,Yes,,,,Yes,Yes,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,Yes,,Yes,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,,,,,,,Yes,Yes,,,Yes,Yes,,,,,Yes,,,Yes,,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,Yes,,Yes,Yes,,2,32,9,9,4,2.75,2.75,0,2.75,0,8,24,1,44,0,32,8,3,3,3,3,4,4,0,2,3,34,2,1,0,2
Ultimate_Tic-Tac-Toe-,53,Yes,Yes,Yes,Yes,,Yes,Yes,,,,,Yes,Yes,Yes,Yes,,,Yes,,,,,,,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,Yes,,Yes,,,,,Yes,Yes,,,,,,,Yes,,,,,,,,,,,,,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,Yes,Yes,Yes,,,,,,,,,,,,,,Yes,,,Yes,,,,Yes,Yes,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,,,,,,,,,,,,,,Yes,Yes,,,,,,,,,,,Yes,Yes,,,,,,,,,Yes,Yes,,,Yes,,Yes,,Yes,Yes,,Yes,Yes,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,Yes,,,,,,Yes,,,,,,,,,,,Yes,,Yes,,,2,90,9,9,8,6.49,3.47,3.02,6.49,0,40,50,1,204,90,116,40,9,9,9,9,2,8,0,2,1,90,4,2,0,1
Unfair-,54,Yes,Yes,Yes,Yes,,Yes,Yes,,,,,,,,Yes,,,Yes,,,,,,,Yes,Yes,Yes,Yes,Yes,,,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,,Yes,Yes,,,,,,,Yes,,,,,,,,,,,,,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,,,,,,,,,,,,,,Yes,Yes,,,,,,,,,,,Yes,Yes,,Yes,,,,,,,Yes,Yes,,,Yes,Yes,,,Yes,Yes,,Yes,Yes,Yes,Yes,,Yes,,,,,,,,,,,,Yes,,,,,,,,,,Yes,,,,,,,,Yes,,,,,,,,,,,Yes,,Yes,,,2,121,11,11,4,6.94,3.64,3.31,3.64,0,40,81,1,220,100,121,40,11,11,11,11,1,4,0,2,1,121,2,1,0,1
Wure_Dune-,59,Yes,Yes,Yes,Yes,,Yes,Yes,,,,,,,,Yes,,,Yes,,,,,,,Yes,Yes,Yes,Yes,Yes,,,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,,,,,,Yes,,,,,,,Yes,,Yes,,,,Yes,Yes,,,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,,,,,,,,,,,,,,Yes,,,Yes,,,,Yes,Yes,Yes,,Yes,,,,,,,,,,,,,,,,,,,,,,,,Yes,,Yes,,Yes,Yes,Yes,,,,,,,,,,,,,,Yes,Yes,,,,,,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,Yes,,Yes,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,Yes,,,Yes,,2,13,3,3,4,4.44,2.67,1.78,2.67,0,8,1,1,12,4,9,8,3,3,3,3,1,4,0,2,3,15,2,1,0,2
Xanan_Zirge-,69,Yes,Yes,Yes,Yes,,Yes,Yes,,,,,,,,Yes,,,Yes,,,,,,,Yes,Yes,Yes,Yes,Yes,,,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,,,,,,Yes,,,,,,,Yes,,Yes,,,,Yes,Yes,,,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,,,,,Yes,,,,,,,,,Yes,Yes,,Yes,,,,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,Yes,,Yes,,,,,,,,,,Yes,Yes,,,,,Yes,Yes,,,,,,,,,,,Yes,Yes,,,,,,,,,Yes,Yes,Yes,Yes,,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,Yes,,Yes,Yes,,2,145,9,9,4,6.72,3.56,3.16,3.56,0,32,49,1,144,64,81,32,9,9,9,9,1,4,0,2,3,147,2,1,0,2
Xonin_Shatar_Complex-,62,Yes,Yes,Yes,Yes,,Yes,Yes,,,,,,,,Yes,,,Yes,,,,,,,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,,,,,,Yes,,,,,,,Yes,,Yes,,,,Yes,Yes,,,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,,,,,,,,,,,,,,Yes,Yes,,Yes,,,,Yes,Yes,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,Yes,,Yes,,Yes,,,,,,,,,,Yes,Yes,,,,,Yes,Yes,,,,,,,,,,,Yes,Yes,,,,,,,,,Yes,,,Yes,,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,Yes,,Yes,Yes,,2,27,7,7,4,5,4,1,4,0,8,16,1,48,3,24,8,3,3,3,3,4,4,0,3,3,29,2,1,0,2
Xonin_Shatar_Simple-,66,Yes,Yes,Yes,Yes,,Yes,Yes,,,,,,,,Yes,,,Yes,,,,,,,Yes,Yes,Yes,Yes,Yes,,,,,,,,Yes,,,,,Yes,,,,,,,,,,,,,,,,,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,,,,,,Yes,,,,,,,Yes,,Yes,,,,Yes,Yes,,,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,,,,,,,,,,,,,,Yes,Yes,,Yes,,,,Yes,Yes,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,Yes,,Yes,,Yes,,,,,,,,,,Yes,Yes,,,,,Yes,Yes,,,,,,,,,,,Yes,Yes,,,,,,,,,Yes,,,Yes,,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,Yes,,Yes,Yes,,2,24,7,7,4,3.33,3.33,0,3.33,0,8,16,1,40,0,24,8,3,3,3,3,4,4,0,2,3,26,2,1,0,2
Yavalade-,33,Yes,Yes,Yes,Yes,,Yes,Yes,,,,,,,,Yes,,,,Yes,,,,,,Yes,Yes,Yes,Yes,,Yes,,,,,,,Yes,,Yes,,,,,,,,,,,,,,,,,,,,Yes,,Yes,,,,,Yes,Yes,,,,,,,Yes,,,,,,,,,,,,,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,61,9,9,6,9.44,5.11,4.33,5.11,0,24,37,1,210,61,150,24,1,1,5,5,1,6,0,3,1,61,3,1,0,1
Yavalanchor-,54,Yes,Yes,Yes,Yes,,Yes,Yes,,,,,,,,Yes,,,Yes,,,,,,,Yes,Yes,Yes,Yes,,Yes,,,,,,,Yes,,Yes,,,,,,,,,,,,,,,,,,,,Yes,,Yes,,,Yes,Yes,Yes,Yes,,,,,,,Yes,Yes,Yes,Yes,,,,Yes,,Yes,,,,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,,,,,,,,,,,,,,Yes,,,Yes,,,,Yes,Yes,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,,,,,,,,,,,,,,Yes,Yes,,,,,,,,,,,Yes,Yes,,,,,,,,,Yes,Yes,Yes,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,61,9,9,6,9.44,5.11,4.33,5.11,0,24,37,1,210,61,150,24,1,1,5,5,1,6,0,3,2,62,3,1,0,1
Yavalath-,38,Yes,Yes,Yes,Yes,,Yes,Yes,,,,,,,,Yes,,,Yes,,,,,,,Yes,Yes,Yes,Yes,,Yes,,,,,,,Yes,,Yes,,,,,,,,,,,,,,,,,,,,Yes,,Yes,,,,,Yes,Yes,,,,,,,Yes,Yes,Yes,Yes,,,,,,,,,,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,61,9,9,6,9.44,5.11,4.33,5.11,0,24,37,1,210,61,150,24,1,1,5,5,1,6,0,3,1,61,2,1,0,1
Zurgaan_Tal-,62,Yes,Yes,Yes,Yes,,Yes,Yes,,,,,,,,Yes,,,Yes,,,,,,,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,,,,,,Yes,,,,,,,Yes,,Yes,,,,Yes,Yes,,,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,,,,,,,,,,,,,,Yes,Yes,,Yes,,,,Yes,Yes,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,Yes,,Yes,,Yes,,,,,,,,,,Yes,Yes,,,,,Yes,Yes,,,,,,,,,,,Yes,Yes,,,,,,,,,Yes,,,Yes,,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,Yes,,Yes,Yes,,2,39,17,17,6,4.33,3.33,1,3.33,0,12,24,1,60,3,36,12,1,1,1,1,6,6,0,2,3,41,2,1,0,2
