,Cluster1.1,Cluster1.2,Cluster1.3,Cluster1.4,Cluster1.5,Cluster1.6,Cluster2.1,Cluster2.2,Cluster2.3,Cluster2.4,Cluster2.5,Cluster2.6,Cluster2.7,Cluster2.8,Cluster3.1,Cluster3.2,Cluster3.3,Cluster3.4,Cluster3.5,Cluster3.6,Cluster3.7,Cluster3.8,Cluster3.9,Cluster3.10,Cluster3.11,Cluster3.12,Cluster4
NoMovesNext,24.137931034482758,0.0,8.695652173913043,21.91780821917808,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.81081081081081,0.0,55.0,61.53846153846154,35.714285714285715,35.55555555555556,20.833333333333332,62.06896551724138,14.285714285714286,15.0,14.285714285714286,36.0,23.880597014925375
CanMove,0.0,4.0,0.0,0.0,0.0,0.0,5.0,20.0,14.285714285714286,22.22222222222222,33.333333333333336,75.0,12.5,0.0,10.81081081081081,0.0,0.0,7.6923076923076925,14.285714285714286,26.666666666666668,41.666666666666664,93.10344827586206,0.0,25.0,0.0,32.0,11.940298507462687
CanNotMove,1.7241379310344827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,3.4482758620689653,0.0,5.0,0.0,4.0,95.5223880597015
PieceConditions,32.758620689655174,84.0,23.91304347826087,16.438356164383563,20.0,100.0,100.0,97.14285714285714,91.42857142857143,100.0,77.77777777777777,100.0,100.0,100.0,97.29729729729729,56.25,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,85.71428571428571,100.0,100.0
NoPiece,15.517241379310345,72.0,10.869565217391305,0.0,20.0,100.0,95.0,91.42857142857143,62.857142857142854,72.22222222222223,44.44444444444444,100.0,62.5,100.0,48.648648648648646,0.0,0.0,23.076923076923077,92.85714285714286,62.22222222222222,70.83333333333333,34.48275862068966,21.428571428571427,85.0,0.0,60.0,13.432835820895523
NoPieceMover,0.0,0.0,0.0,0.0,0.0,0.0,90.0,88.57142857142857,45.714285714285715,11.11111111111111,44.44444444444444,87.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.333333333333334,0.0,0.0,10.0,0.0,0.0,1.492537313432836
NoPieceNext,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.857142857142857,0.0,55.55555555555556,0.0,0.0,0.0,83.33333333333333,45.945945945945944,0.0,0.0,0.0,0.0,20.0,54.166666666666664,31.03448275862069,0.0,70.0,0.0,24.0,8.955223880597014
NoTargetPiece,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4482758620689653,0.0,0.0,0.0,0.0,8.955223880597014
Threat,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.5223880597015
IsEmpty,29.310344827586206,74.0,13.043478260869565,16.438356164383563,0.0,25.0,70.0,22.857142857142858,28.571428571428573,22.22222222222222,11.11111111111111,0.0,12.5,33.333333333333336,97.29729729729729,56.25,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,42.857142857142854,100.0,100.0
IsEnemy,0.0,0.0,0.0,0.0,0.0,100.0,85.0,71.42857142857143,91.42857142857143,100.0,77.77777777777777,100.0,25.0,100.0,0.0,0.0,10.0,69.23076923076923,100.0,100.0,95.83333333333333,100.0,28.571428571428573,100.0,57.142857142857146,100.0,100.0
IsFriend,0.0,0.0,0.0,0.0,0.0,0.0,35.0,37.142857142857146,11.428571428571429,5.555555555555555,0.0,87.5,0.0,0.0,0.0,0.0,10.0,38.46153846153846,0.0,2.2222222222222223,4.166666666666667,3.4482758620689653,7.142857142857143,55.0,0.0,8.0,95.5223880597015
IsPieceAt,8.620689655172415,2.0,0.0,0.0,0.0,0.0,0.0,2.857142857142857,0.0,11.11111111111111,0.0,0.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.65517241379311,0.0,0.0,0.0,0.0,29.850746268656717
LineOfSight,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.444444444444445,37.5,79.3103448275862,7.142857142857143,10.0,28.571428571428573,4.0,98.50746268656717
CountPiecesComparison,1.7241379310344827,8.0,4.3478260869565215,1.36986301369863,0.0,25.0,0.0,14.285714285714286,2.857142857142857,16.666666666666668,11.11111111111111,87.5,0.0,0.0,43.24324324324324,0.0,0.0,53.84615384615385,0.0,13.333333333333334,8.333333333333334,3.4482758620689653,14.285714285714286,20.0,0.0,24.0,25.37313432835821
CountPiecesMoverComparison,0.0,0.0,0.0,1.36986301369863,0.0,25.0,0.0,14.285714285714286,0.0,11.11111111111111,11.11111111111111,87.5,0.0,0.0,16.216216216216218,0.0,0.0,0.0,0.0,2.2222222222222223,0.0,3.4482758620689653,0.0,5.0,0.0,0.0,4.477611940298507
CountPiecesNextComparison,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.555555555555555,0.0,0.0,0.0,0.0,37.83783783783784,0.0,0.0,0.0,0.0,0.0,8.333333333333334,3.4482758620689653,7.142857142857143,0.0,0.0,8.0,20.895522388059703
ProgressCheck,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.985074626865672
Directions,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.555555555555555,0.0,0.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,85.71428571428571,100.0,100.0,100.0,100.0
AbsoluteDirections,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.555555555555555,0.0,0.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,95.55555555555556,91.66666666666667,100.0,85.71428571428571,100.0,100.0,100.0,100.0
AllDirections,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7027027027027026,3.125,0.0,0.0,0.0,0.0,4.166666666666667,3.4482758620689653,0.0,0.0,14.285714285714286,0.0,2.985074626865672
AdjacentDirection,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.37837837837837,78.125,95.0,100.0,100.0,95.55555555555556,70.83333333333333,13.793103448275861,35.714285714285715,25.0,28.571428571428573,100.0,91.04477611940298
OrthogonalDirection,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.555555555555555,0.0,0.0,0.0,0.0,70.27027027027027,21.875,5.0,0.0,7.142857142857143,0.0,29.166666666666668,27.586206896551722,14.285714285714286,85.0,85.71428571428571,0.0,98.50746268656717
DiagonalDirection,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.166666666666667,86.20689655172414,35.714285714285715,5.0,0.0,0.0,95.5223880597015
OffDiagonalDirection,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RotationalDirection,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.985074626865672
SameLayerDirection,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RelativeDirections,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,14.285714285714286,15.555555555555555,41.666666666666664,89.65517241379311,28.571428571428573,0.0,0.0,8.0,97.01492537313433
ForwardDirection,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2222222222222223,12.5,13.793103448275861,0.0,0.0,0.0,0.0,95.5223880597015
BackwardDirection,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.91044776119403
ForwardsDirection,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,7.142857142857143,13.333333333333334,25.0,3.4482758620689653,0.0,0.0,0.0,8.0,5.970149253731344
BackwardsDirection,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.492537313432836
RightwardDirection,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,13.333333333333334,20.833333333333332,13.793103448275861,0.0,0.0,0.0,4.0,8.955223880597014
LeftwardDirection,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,13.333333333333334,20.833333333333332,13.793103448275861,0.0,0.0,0.0,4.0,8.955223880597014
RightwardsDirection,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.492537313432836
LeftwardsDirection,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.492537313432836
ForwardLeftDirection,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.166666666666667,72.41379310344827,28.571428571428573,0.0,0.0,0.0,95.5223880597015
ForwardRightDirection,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.166666666666667,72.41379310344827,28.571428571428573,0.0,0.0,0.0,95.5223880597015
BackwardLeftDirection,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.940298507462687
BackwardRightDirection,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.940298507462687
SameDirection,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.166666666666667,6.896551724137931,0.0,0.0,0.0,0.0,0.0
OppositeDirection,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.142857142857143,0.0,0.0,17.24137931034483,0.0,0.0,0.0,0.0,0.0
Information,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HidePieceType,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HidePieceOwner,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HidePieceCount,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HidePieceRotation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HidePieceValue,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HidePieceState,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
InvisiblePiece,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Phase,48.275862068965516,100.0,23.91304347826087,45.205479452054796,0.0,0.0,15.0,8.571428571428571,17.142857142857142,27.77777777777778,0.0,75.0,0.0,0.0,97.29729729729729,71.875,50.0,76.92307692307692,100.0,6.666666666666667,8.333333333333334,0.0,35.714285714285715,80.0,57.142857142857146,24.0,13.432835820895523
Scoring,53.44827586206897,8.0,89.1304347826087,19.17808219178082,80.0,0.0,5.0,37.142857142857146,5.714285714285714,16.666666666666668,11.11111111111111,0.0,12.5,0.0,5.405405405405405,0.0,10.0,0.0,0.0,0.0,4.166666666666667,0.0,0.0,0.0,71.42857142857143,0.0,2.985074626865672
PieceCount,100.0,100.0,100.0,100.0,100.0,100.0,100.0,97.14285714285714,62.857142857142854,11.11111111111111,77.77777777777777,100.0,0.0,50.0,94.5945945945946,84.375,55.0,92.3076923076923,100.0,2.2222222222222223,4.166666666666667,0.0,0.0,100.0,42.857142857142854,32.0,4.477611940298507
SumDice,0.0,0.0,0.0,0.0,0.0,0.0,10.0,8.571428571428571,88.57142857142857,94.44444444444444,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.477611940298507
End,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
SpaceEnd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7027027027027026,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0
LineEnd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7027027027027026,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.571428571428573,0.0,0.0
LineWin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7027027027027026,96.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.571428571428573,0.0,0.0
LineLoss,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LineDraw,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ConnectionEnd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ConnectionWin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ConnectionLoss,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ConnectionDraw,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GroupEnd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GroupWin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GroupLoss,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GroupDraw,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LoopEnd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LoopWin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LoopLoss,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LoopDraw,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PatternEnd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PatternWin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PatternLoss,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PatternDraw,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PathExtentEnd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PathExtentWin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PathExtentLoss,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PathExtentDraw,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TerritoryEnd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.42857142857143,0.0,0.0
TerritoryWin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.42857142857143,0.0,0.0
TerritoryLoss,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TerritoryDraw,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CaptureEnd,15.517241379310345,64.0,10.869565217391305,0.0,20.0,100.0,5.0,2.857142857142857,22.857142857142858,72.22222222222223,0.0,100.0,62.5,100.0,86.48648648648648,0.0,0.0,23.076923076923077,92.85714285714286,62.22222222222222,66.66666666666667,34.48275862068966,21.428571428571427,75.0,0.0,68.0,98.50746268656717
Checkmate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.04477611940298
CheckmateWin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.05970149253731
CheckmateLoss,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CheckmateDraw,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NoTargetPieceEnd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.477611940298507
NoTargetPieceWin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.492537313432836
NoTargetPieceLoss,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NoTargetPieceDraw,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EliminatePiecesEnd,15.517241379310345,64.0,10.869565217391305,0.0,20.0,100.0,5.0,2.857142857142857,22.857142857142858,72.22222222222223,0.0,100.0,62.5,100.0,86.48648648648648,0.0,0.0,23.076923076923077,92.85714285714286,62.22222222222222,66.66666666666667,34.48275862068966,21.428571428571427,75.0,0.0,68.0,32.83582089552239
EliminatePiecesWin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.857142857142857,0.0,61.111111111111114,0.0,0.0,0.0,83.33333333333333,78.37837837837837,0.0,0.0,0.0,0.0,20.0,58.333333333333336,31.03448275862069,7.142857142857143,70.0,0.0,32.0,19.402985074626866
EliminatePiecesLoss,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.985074626865672
EliminatePiecesDraw,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.970149253731344
RaceEnd,0.0,0.0,0.0,0.0,0.0,0.0,85.0,82.85714285714286,48.57142857142857,5.555555555555555,66.66666666666667,0.0,0.0,0.0,2.7027027027027026,0.0,10.0,0.0,0.0,6.666666666666667,8.333333333333334,0.0,42.857142857142854,0.0,0.0,0.0,4.477611940298507
NoOwnPiecesEnd,0.0,0.0,0.0,0.0,0.0,0.0,85.0,82.85714285714286,40.0,5.555555555555555,44.44444444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.333333333333334,0.0,0.0,0.0,0.0,0.0,0.0
NoOwnPiecesWin,0.0,0.0,0.0,0.0,0.0,0.0,85.0,82.85714285714286,40.0,5.555555555555555,44.44444444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NoOwnPiecesLoss,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.333333333333334,0.0,0.0,0.0,0.0,0.0,0.0
NoOwnPiecesDraw,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FillEnd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.857142857142854,0.0,0.0,0.0,0.0
FillWin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.857142857142854,0.0,0.0,0.0,0.0
FillLoss,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FillDraw,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ReachEnd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.571428571428571,0.0,22.22222222222222,0.0,0.0,0.0,2.7027027027027026,0.0,10.0,0.0,0.0,6.666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,4.477611940298507
